155.638,160
152.715,157.633
131.529,139.315
149.19,145.122
160,125.888
160,141.878
163.632,148.823
164.53,156.709
173.861,155.496
170.08,160
168.024,162.607
173.156,169.559
180.342,187.998
161.978,166.087
163.618,171.136
157.83,166.68
155.705,165.911
140.712,186.548
138.667,175.499
155.744,161.383
155.638,160
end
